,AGWP_ch4
895,2.641348431513022e-12
896,2.6415322591298724e-12
897,2.6417158673178083e-12
898,2.6418992573006725e-12
899,2.6420824302943095e-12
900,2.642265387506619e-12
901,2.6424481301376192e-12
902,2.642630659379495e-12
903,2.642812976416663e-12
904,2.64299508242582e-12
905,2.643176978576002e-12
906,2.6433586660286396e-12
907,2.6435401459376085e-12
908,2.6437214194492885e-12
909,2.6439024877026143e-12
910,2.6440833518291266e-12
911,2.64426401295303e-12
912,2.6444444721912425e-12
913,2.644624730653446e-12
914,2.6448047894421394e-12
915,2.644984649652692e-12
916,2.645164312373391e-12
917,2.6453437786854914e-12
918,2.6455230496632696e-12
919,2.6457021263740693e-12
920,2.6458810098783547e-12
921,2.646059701229753e-12
922,2.6462382014751106e-12
923,2.6464165116545365e-12
924,2.6465946328014487e-12
925,2.646772565942628e-12
926,2.6469503120982563e-12
927,2.64712787228197e-12
928,2.647305247500905e-12
929,2.647482438755739e-12
930,2.647659447040743e-12
931,2.64783627334382e-12
932,2.6480129186465548e-12
933,2.648189383924257e-12
934,2.6483656701460035e-12
935,2.6485417782746862e-12
936,2.648717709267051e-12
937,2.648893464073745e-12
938,2.6490690436393567e-12
939,2.649244448902459e-12
940,2.649419680795652e-12
941,2.649594740245606e-12
942,2.6497696281731005e-12
943,2.6499443454930664e-12
944,2.650118893114628e-12
945,2.6502932719411425e-12
946,2.6504674828702417e-12
947,2.6506415267938698e-12
948,2.650815404598325e-12
949,2.6509891171642963e-12
950,2.651162665366908e-12
951,2.6513360500757525e-12
952,2.6515092721549327e-12
953,2.651682332463097e-12
954,2.6518552318534806e-12
955,2.6520279711739427e-12
956,2.6522005512670006e-12
957,2.6523729729698694e-12
958,2.6525452371145004e-12
959,2.6527173445276127e-12
960,2.6528892960307347e-12
961,2.6530610924402367e-12
962,2.6532327345673664e-12
963,2.6534042232182885e-12
964,2.653575559194115e-12
965,2.6537467432909422e-12
966,2.6539177762998844e-12
967,2.654088659007112e-12
968,2.654259392193878e-12
969,2.654429976636561e-12
970,2.6546004131066916e-12
971,2.6547707023709884e-12
972,2.6549408451913928e-12
973,2.655110842325099e-12
974,2.655280694524588e-12
975,2.65545040253766e-12
976,2.655619967107466e-12
977,2.6557893889725394e-12
978,2.65595866886683e-12
979,2.6561278075197308e-12
980,2.6562968056561145e-12
981,2.6564656639963606e-12
982,2.6566343832563876e-12
983,2.656802964147683e-12
984,2.6569714073773336e-12
985,2.6571397136480568e-12
986,2.6573078836582284e-12
987,2.657475918101913e-12
988,2.657643817668893e-12
989,2.6578115830446995e-12
990,2.6579792149106385e-12
991,2.658146713943821e-12
992,2.658314080817193e-12
993,2.6584813161995598e-12
994,2.6586484207556176e-12
995,2.658815395145982e-12
996,2.6589822400272094e-12
997,2.6591489560518325e-12
998,2.6593155438683834e-12
999,2.65948200412142e-12
1000,2.659648337451554e-12
